"","participant","stealTrial","actualChoice","actualChoicebin","valSteal","valBank","valDiff","probSteal","probBank","modelChoice","modelChoicebin","LL","tempr","agg"
"1","PROV027",36,"bank",0,3.03917528402635,18,-14.9608247159736,3.77076489872341e-20,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"2","PROV027",52,"bank",0,10.1762887781186,23,-12.8237112218814,2.24405845248725e-17,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"3","PROV027",54,"bank",0,13.3625001594098,24,-10.6374998405902,1.54661578269557e-14,0.999999999999985,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"4","PROV027",47,"bank",0,6.86262894157576,26,-19.1373710584242,1.4257335650152e-25,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"5","PROV027",50,"bank",0,7.2449743073307,29,-21.7550256926693,5.69572866956395e-29,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"6","PROV027",50,"bank",0,10.5586341438735,28,-17.4413658561265,2.26962548062942e-23,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"7","PROV027",99,"bank",0,4.56855674704612,44,-39.4314432529539,6.40231347670184e-52,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"8","PROV027",23,"bank",0,3.80386601553623,22,-18.1961339844638,2.37707112961572e-24,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"9","PROV027",16,"bank",0,3.03917528402635,11,-7.96082471597365,4.61846389579338e-11,0.999999999953815,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"10","PROV027",15,"bank",0,9.02925268085376,14,-4.97074731914624,3.51966441260714e-07,0.999999648033559,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"11","PROV027",43,"bank",0,9.92139186761529,24,-14.0786081323847,5.2699588662354e-19,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"12","PROV027",86,"bank",0,12.9801547936548,38,-25.0198452063452,3.2873731018074e-33,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"13","PROV027",77,"bank",0,7.11752585207906,43,-35.8824741479209,2.59386488137115e-47,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"14","PROV027",32,"bank",0,1.38234536575494,29,-27.6176546342451,1.39355738350156e-36,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"15","PROV027",32,"bank",0,12.0880156068933,18,-5.91198439310671,2.11104551664171e-08,0.999999978889545,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"16","PROV027",22,"bank",0,3.93131447078788,21,-17.0686855292121,6.91517807874421e-23,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"17","PROV027",65,"bank",0,5.0783505680527,29,-23.9216494319473,8.76257132751927e-32,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"18","PROV027",86,"bank",0,3.166623739278,43,-39.833376260722,1.92534757606676e-52,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"19","PROV027",11,"bank",0,1.25489691050329,10,-8.74510308949671,4.42866178818902e-12,0.999999999995571,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"20","PROV027",44,"bank",0,5.84304129956259,22,-16.1569587004374,1.05558729652393e-21,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"21","PROV027",58,"bank",0,10.8135310543768,26,-15.1864689456232,1.92077538126383e-20,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"22","PROV027",10,"bank",0,3.54896910503294,5,-1.45103089496706,0.012897204438307,0.987102795561693,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"23","PROV027",24,"bank",0,2.52938146301976,23,-20.4706185369802,2.64904446982655e-27,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"24","PROV027",36,"bank",0,3.54896910503294,27,-23.4510308949671,3.57794341433131e-31,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"25","PROV027",20,"bank",0,1.38234536575494,18,-16.6176546342451,2.66302181325255e-22,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"26","PROV027",23,"bank",0,1,54,-53,1.55003515853961e-69,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"27","PROV027",32,"bank",0,11.83311869639,18,-6.16688130361,9.8529460542408e-09,0.999999990147054,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"28","PROV027",56,"bank",0,2.40193300776812,37,-34.5980669922319,1.20638882540021e-45,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"29","PROV027",12,"steal",1,1,80,-79,2.72057087818892e-103,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"30","PROV027",36,"bank",0,2.01958764201318,24,-21.9804123579868,2.90356004801971e-29,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"31","PROV027",38,"bank",0,7.499871217834,28,-20.500128782166,2.42536011920322e-27,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"32","PROV027",47,"bank",0,5.97048975481423,43,-37.0295102451858,8.40921801084184e-49,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"33","PROV027",65,"bank",0,7.88221658358894,36,-28.1177834164111,3.12471158902406e-37,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"34","PROV027",41,"bank",0,19.8623713772438,23,-3.13762862275625,8.44100968421291e-05,0.999915589903158,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"35","PROV027",68,"bank",0,7.88221658358894,27,-19.1177834164111,1.51171151209625e-25,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"36","PROV027",31,"bank",0,14.3820878014229,17,-2.61791219857706,0.000399027836645356,0.999600972163355,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"37","PROV027",36,"bank",0,12.3429125173966,22,-9.65708748260342,2.8989941155149e-13,0.99999999999971,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"38","PROV027",58,"bank",0,3.54896910503294,29,-25.4510308949671,9.05821413055404e-34,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"39","PROV027",31,"bank",0,1.12744845525165,28,-26.8725515447484,1.29267336943784e-35,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"40","PROV027",56,"bank",0,15.1467785329328,31,-15.8532214670672,2.61718740033657e-21,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"41","PROV027",40,"bank",0,7.88221658358894,36,-28.1177834164111,3.12471158902406e-37,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"42","PROV027",97,"bank",0,1.63724227625824,43,-41.3627577237418,1.99030740725434e-54,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"43","PROV027",58,"bank",0,1.50979382100659,29,-27.4902061789934,2.03981417420643e-36,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"44","PROV027",47,"bank",0,7.2449743073307,35,-27.7550256926693,9.24222713815074e-37,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"45","PROV027",72,"bank",0,5.58814438905929,29,-23.4118556109407,4.0224861790115e-31,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"46","PROV027",40,"bank",0,8.39201040459553,16,-7.60798959540447,1.32611681494479e-10,0.999999999867388,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"47","PROV027",32,"bank",0,10.3037372333702,24,-13.6962627666298,1.65273974543143e-18,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"48","PROV027",24,"bank",0,10.1762887781186,18,-7.82371122188142,6.95843183774966e-11,0.999999999930416,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"49","PROV027",34,"bank",0,2.27448455251647,23,-20.7255154474835,1.23639645649027e-27,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"50","PROV027",70,"bank",0,12.0880156068933,39,-26.9119843931067,1.14892932557266e-35,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"51","PROV027",35,"bank",0,6.09793821006588,26,-19.9020617899341,1.44958565427011e-26,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"52","PROV027",62,"bank",0,2.65682991827141,41,-38.3431700817286,1.65667391084627e-50,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"53","PROV027",54,"bank",0,6.86262894157576,40,-33.1373710584242,9.50390703378547e-44,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"54","PROV027",56,"bank",0,4.05876292603953,28,-23.9412370739605,8.26420382296362e-32,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"55","PROV027",9,"bank",0,3.54896910503294,6,-2.45103089496706,0.000656980293781714,0.999343019706218,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"56","PROV027",74,"bank",0,4.05876292603953,33,-28.9412370739605,2.66516319669891e-38,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"57","PROV027",17,"bank",0,4.05876292603953,16,-11.9412370739605,3.13867486443594e-16,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"58","PROV027",50,"bank",0,6.48028357582082,25,-18.5197164241792,9.03517504051971e-25,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"59","PROV027",8,"bank",0,5.0783505680527,4,1.0783505680527,0.961714990629131,0.0382850093708689,"steal",1,-355.950381527249,2.98943573213182,0.127448455251647
"60","PROV027",41,"bank",0,1.50979382100659,37,-35.4902061789934,8.37967288485342e-47,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"61","PROV027",52,"bank",0,9.79394341236364,21,-11.2060565876364,2.82636212218804e-15,0.999999999999997,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"62","PROV027",30,"bank",0,3.42152064978129,22,-18.5784793502187,7.57957634274753e-25,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"63","PROV027",4,"bank",0,1.76469073150988,3,-1.23530926849012,0.0242952856749859,0.975704714325014,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"64","PROV027",40,"bank",0,10.5586341438735,22,-11.4413658561265,1.39870733817306e-15,0.999999999999999,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"65","PROV027",22,"bank",0,7.499871217834,20,-12.500128782166,5.90391059017125e-17,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"66","PROV027",38,"bank",0,1.63724227625824,28,-26.3627577237418,5.93405812995764e-35,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"67","PROV027",14,"bank",0,1.89213918676153,9,-7.10786081323847,5.91420944094615e-10,0.999999999408579,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"68","PROV027",43,"bank",0,12.9801547936548,19,-6.01984520634518,1.5291933389257e-08,0.999999984708067,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"69","PROV027",39,"bank",0,3.29407219452965,26,-22.7059278054704,3.31892480626824e-30,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"70","PROV027",53,"bank",0,7.75476812833729,39,-31.2452318716627,2.71930462993198e-41,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"71","PROV027",32,"bank",0,2.40193300776812,21,-18.5980669922319,7.1484911730713e-25,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"72","PROV027",51,"bank",0,3.166623739278,34,-30.833376260722,9.31468397195578e-41,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"73","PROV027",47,"bank",0,7.11752585207906,21,-13.8824741479209,9.47211764821912e-19,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"74","PROV027",34,"bank",0,9.15670113610541,19,-9.84329886389459,1.66146021474709e-13,0.999999999999834,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"75","PROV027",30,"bank",0,2.01958764201318,20,-17.9804123579868,4.5301499950042e-24,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"76","PROV027",45,"bank",0,6.86262894157576,18,-11.1373710584242,3.47057883347282e-15,0.999999999999997,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"77","PROV027",29,"bank",0,6.99007739682741,26,-19.0099226031726,2.08691193415545e-25,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"78","PROV027",21,"bank",0,1.63724227625824,14,-12.3627577237418,8.90200821888957e-17,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"79","PROV027",56,"bank",0,3.80386601553623,28,-24.1961339844638,3.85717659284691e-32,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"80","PROV027",48,"bank",0,3.80386601553623,32,-28.1961339844638,2.47222362736285e-37,1,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"81","PROV027",9,"bank",0,3.29407219452965,8,-4.70592780547035,7.76810415911343e-07,0.999999223189584,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
"82","PROV027",15,"bank",0,1.38234536575494,10,-8.61765463424506,6.48243638564565e-12,0.999999999993518,"bank",0,-355.950381527249,2.98943573213182,0.127448455251647
