"","participant","stealTrial","actualChoice","actualChoicebin","valSteal","valBank","valDiff","probSteal","probBank","modelChoice","modelChoicebin","LL","tempr","agg"
"1","PROV031",77,"steal",1,14.8088422748153,43,-28.1911577251847,9.06351948769315e-10,0.999999999093648,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"2","PROV031",56,"steal",1,7.90442113740767,28,-20.0955788625923,3.58150389844825e-07,0.99999964184961,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"3","PROV031",53,"bank",0,16.2472633451086,39,-22.7527366548914,5.03205648970172e-08,0.999999949679435,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"4","PROV031",23,"steal",1,7.32905270929037,22,-14.6709472907096,1.9682602421123e-05,0.999980317397579,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"5","PROV031",17,"bank",0,7.90442113740767,16,-8.09557886259233,0.00252425736742978,0.99747574263257,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"6","PROV031",30,"bank",0,3.30147371246922,20,-16.6985262875308,4.40266047147195e-06,0.999995597339528,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"7","PROV031",47,"bank",0,14.8088422748153,21,-6.19115772518466,0.0102243901856299,0.98977560981437,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"8","PROV031",32,"steal",1,26.0285266231028,18,8.02852662310281,0.997347924342004,0.00265207565799586,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"9","PROV031",74,"steal",1,7.90442113740767,33,-25.0955788625923,8.9175701795042e-09,0.99999999108243,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"10","PROV031",23,"bank",0,1,54,-53,9.98891075530452e-18,1,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"11","PROV031",36,"steal",1,26.6038950512201,22,4.60389505122012,0.967716167540103,0.0322838324598965,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"12","PROV031",39,"steal",1,6.17831585305575,26,-19.8216841469442,4.38450839093097e-07,0.999999561549161,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"13","PROV031",86,"steal",1,5.8906316389971,43,-37.1093683610029,1.24927388621519e-12,0.999999999998751,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"14","PROV031",34,"steal",1,3.87684214058653,23,-19.1231578594135,7.34484659525647e-07,0.99999926551534,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"15","PROV031",41,"bank",0,2.15073685623461,37,-34.8492631437654,6.63158926313704e-12,0.999999999993368,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"16","PROV031",15,"bank",0,1.86305264217596,10,-8.13694735782404,0.00244848307751728,0.997551516922483,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"17","PROV031",35,"bank",0,12.5073685623461,26,-13.4926314376539,4.69928451578302e-05,0.999953007154842,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"18","PROV031",32,"steal",1,4.16452635464518,21,-16.8354736453548,3.97912536643791e-06,0.999996020874634,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"19","PROV031",68,"steal",1,16.5349475591673,27,-10.4650524408327,0.000439540590857799,0.999560459409142,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"20","PROV031",52,"bank",0,21.713263412223,23,-1.28673658777698,0.278811306066595,0.721188693933405,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"21","PROV031",10,"bank",0,6.75368428117306,5,1.75368428117306,0.785033906079358,0.214966093920642,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"22","PROV031",86,"bank",0,28.0423161215134,38,-9.95768387848662,0.00063923079505469,0.999360769204945,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"23","PROV031",58,"bank",0,23.1516844825163,26,-2.84831551748372,0.1087352140454,0.8912647859546,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"24","PROV031",9,"bank",0,6.75368428117306,6,0.753684281173061,0.635679523390079,0.364320476609921,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"25","PROV031",54,"bank",0,14.233473846698,40,-25.766526153302,5.43289021176952e-09,0.99999999456711,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"26","PROV031",45,"bank",0,14.233473846698,18,-3.76652615330196,0.0583099547666605,0.94169004523334,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"27","PROV031",36,"steal",1,3.30147371246922,24,-20.6985262875308,2.2943611043832e-07,0.99999977056389,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"28","PROV031",16,"bank",0,5.60294742493845,11,-5.39705257506155,0.0182318112340261,0.981768188765974,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"29","PROV031",70,"bank",0,26.0285266231028,39,-12.9714733768972,6.90543120183219e-05,0.999930945687982,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"30","PROV031",58,"steal",1,2.15073685623461,29,-26.8492631437654,2.44190120492849e-09,0.999999997558099,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"31","PROV031",15,"bank",0,19.1241054856951,14,5.12410548569514,0.977786527392918,0.0222134726070816,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"32","PROV031",40,"bank",0,17.6856844154019,16,1.68568441540188,0.776437103695177,0.223562896304823,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"33","PROV031",40,"bank",0,16.5349475591673,36,-19.4650524408327,5.70578486350374e-07,0.999999429421514,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"34","PROV031",54,"bank",0,28.9053687636893,24,4.90536876368934,0.973992952772397,0.0260070472276027,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"35","PROV031",8,"bank",0,10.2058948498769,4,6.2058948498769,0.989885175514801,0.010114824485199,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"36","PROV031",31,"bank",0,31.2068424761586,17,14.2068424761586,0.999972270179834,2.7729820165856e-05,"steal",1,-320.878632524304,0.738585964541132,0.287684214058653
"37","PROV031",58,"bank",0,6.75368428117306,29,-22.2463157188269,7.31453978143998e-08,0.999999926854602,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
"38","PROV031",52,"bank",0,20.8502107700471,21,-0.14978922995294,0.472370119832863,0.527629880167138,"bank",0,-320.878632524304,0.738585964541132,0.287684214058653
