"","participant","stealTrial","actualChoice","actualChoicebin","valSteal","valBank","valDiff","probSteal","probBank","modelChoice","modelChoicebin","LL","tempr","agg"
"1","PROV020",56,"steal",1,26.6675194557918,28,-1.33248054420824,0.306498819176768,0.693501180823232,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"2","PROV020",50,"bank",0,23.8102852283855,29,-5.1897147716145,0.0399162277784793,0.960083772221521,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"3","PROV020",50,"bank",0,23.8102852283855,25,-1.1897147716145,0.325402637220298,0.674597362779702,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"4","PROV020",44,"steal",1,20.9530510009792,22,-1.04694899902076,0.344892541054795,0.655107458945205,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"5","PROV020",15,"bank",0,7.14308556851565,14,-6.85691443148435,0.0147465285171579,0.985253471482842,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"6","PROV020",36,"bank",0,17.1434053644376,22,-4.85659463556244,0.0485172186772572,0.951482781322743,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"7","PROV020",12,"bank",0,5.71446845481252,80,-74.2855315451875,1.69860781874055e-20,1,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"8","PROV020",32,"bank",0,15.2385825461667,18,-2.76141745383328,0.155488553096128,0.844511446903872,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"9","PROV020",31,"bank",0,14.762376841599,28,-13.237623158401,0.000299838876201971,0.999700161123798,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"10","PROV020",24,"bank",0,11.428936909625,23,-11.571063090375,0.000832118101105994,0.999167881898894,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"11","PROV020",54,"bank",0,25.7151080466563,24,1.71510804665634,0.740969131121119,0.259030868878881,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"12","PROV020",77,"steal",1,36.6678392517137,43,-6.33216074828633,0.0202265719482858,0.979773428051714,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"13","PROV020",11,"steal",1,5.23826275024481,10,-4.76173724975519,0.051272134362873,0.948727865637127,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"14","PROV020",58,"steal",1,27.6199308649272,29,-1.38006913507282,0.30033541659021,0.69966458340979,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"15","PROV020",16,"bank",0,7.61929127308336,11,-3.38070872691664,0.111879450970358,0.888120549029642,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"16","PROV020",47,"bank",0,22.3816681146824,35,-12.6183318853176,0.000438169674443726,0.999561830325556,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"17","PROV020",86,"bank",0,40.9536905928231,43,-2.04630940717694,0.222013554047453,0.777986445952547,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"18","PROV020",48,"bank",0,22.8578738192501,32,-9.14212618074992,0.00367595217591346,0.996324047824087,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"19","PROV020",14,"steal",1,6.66687986394794,9,-2.33312013605206,0.193141193443252,0.806858806556748,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"20","PROV020",41,"bank",0,19.5244338872761,37,-17.4755661127239,2.23433194780069e-05,0.999977656680522,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"21","PROV020",15,"bank",0,7.14308556851565,10,-2.85691443148435,0.147958127251745,0.852041872748255,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"22","PROV020",40,"bank",0,19.0482281827084,16,3.0482281827084,0.866220051862052,0.133779948137948,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"23","PROV020",97,"bank",0,46.1919533430679,43,3.19195334306787,0.87610124717217,0.12389875282783,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"24","PROV020",47,"bank",0,22.3816681146824,26,-3.61833188531763,0.0982076561200395,0.901792343879961,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"25","PROV020",21,"bank",0,10.0003197959219,14,-3.99968020407809,0.0793662623830923,0.920633737616908,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"26","PROV020",51,"steal",1,24.2864909329532,34,-9.71350906704679,0.0025928494133082,0.997407150586692,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"27","PROV020",40,"bank",0,19.0482281827084,36,-16.9517718172916,3.07994883889654e-05,0.999969200511611,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"28","PROV020",41,"bank",0,19.5244338872761,23,-3.47556611272389,0.106232672074167,0.893767327925833,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"29","PROV020",39,"steal",1,18.5720224781407,26,-7.42797752185931,0.0104377199402129,0.989562280059787,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"30","PROV020",34,"bank",0,16.1909939553021,19,-2.80900604469786,0.151697577670271,0.848302422329729,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"31","PROV020",86,"bank",0,40.9536905928231,38,2.95369059282306,0.85936313458662,0.14063686541338,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"32","PROV020",99,"steal",1,47.1443647522033,44,3.14436475220329,0.87290088850382,0.12709911149618,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"33","PROV020",9,"bank",0,4.28585134110939,6,-1.71414865889061,0.259143724555401,0.740856275444599,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"34","PROV020",22,"bank",0,10.4765255004896,21,-10.5234744995104,0.00158000598813619,0.998419994011864,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"35","PROV020",32,"bank",0,15.2385825461667,21,-5.76141745383328,0.0284546921072231,0.971545307892777,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"36","PROV020",23,"bank",0,10.9527312050573,22,-11.0472687949427,0.00114669440891236,0.998853305591088,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"37","PROV020",10,"bank",0,4.7620570456771,5,-0.2379429543229,0.46361181137364,0.53638818862636,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"38","PROV020",43,"bank",0,20.4768452964115,19,1.47684529641153,0.711976988633084,0.288023011366916,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"39","PROV020",45,"steal",1,21.429256705547,18,3.42925670554695,0.891042627796196,0.108957372203804,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"40","PROV020",74,"bank",0,35.2392221380105,33,2.23922213801054,0.797733243966988,0.202266756033012,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"41","PROV020",32,"bank",0,15.2385825461667,18,-2.76141745383328,0.155488553096128,0.844511446903872,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"42","PROV020",9,"bank",0,4.28585134110939,8,-3.71414865889061,0.093128858810709,0.906871141189291,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"43","PROV020",34,"bank",0,16.1909939553021,23,-6.80900604469786,0.0151792069529337,0.984820793047066,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"44","PROV020",22,"bank",0,10.4765255004896,20,-9.52347449951038,0.00291214440515895,0.997087855594841,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"45","PROV020",54,"steal",1,25.7151080466563,40,-14.2848919533437,0.000157846796082963,0.999842153203917,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"46","PROV020",32,"bank",0,15.2385825461667,24,-8.76141745383328,0.0046373526305866,0.995362647369413,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
"47","PROV020",65,"bank",0,30.9533707969012,29,1.95337079690115,0.767993920154596,0.232006079845404,"steal",1,-313.044179397539,0.612796219231293,0.47620570456771
"48","PROV020",53,"bank",0,25.2389023420886,39,-13.7610976579114,0.000217575157354158,0.999782424842646,"bank",0,-313.044179397539,0.612796219231293,0.47620570456771
